Group_ID,Dyad_ID,IndividualA_ID,IndividualB_ID,Year,DSI,RValue_Dyad,KinshipCategory_Dyad,AgeDifference_years_Dyad,DominanceRank_IndividualA,DominanceRank_IndB,Centrality_IndividualA,Centrality_IndividualB,PresenceMaleInfant_IndividualA,PresenceFemaleInfant_IndividualA,PresenceMaleInfant_IndividualB,PresenceFemaleInfant_IndividualB
2,117,21,17,2011,0.680,0.000,Excluded from model testing for effect of kinship categories,4.500,0.778,0.222,0.950,0.851,0,1,0,0
2,118,23,17,2007,1.947,0.500,mother-offspring,6.100,0.444,0.222,NA,NA,0,0,0,0
2,118,23,17,2008,2.036,0.500,mother-offspring,6.100,0.444,0.222,NA,NA,1,0,0,0
2,118,23,17,2009,5.098,0.500,mother-offspring,6.100,0.400,0.200,0.789,0.818,0,1,0,0
2,118,23,17,2010,2.748,0.500,mother-offspring,6.100,0.667,0.222,0.900,0.830,0,1,1,0
2,118,23,17,2011,1.360,0.500,mother-offspring,6.100,0.444,0.222,0.911,0.851,0,0,0,0
2,119,24,17,2007,0.904,0.026,Excluded from model testing for effect of kinship categories,12.000,0.111,0.222,NA,NA,1,0,0,0
2,119,24,17,2008,0.389,0.026,Excluded from model testing for effect of kinship categories,12.000,0.111,0.222,NA,NA,1,0,0,0
1,120,26,18,2009,0.651,0.128,paternal sib,3.200,0.889,0.000,0.841,0.729,0,0,0,0
1,120,26,18,2010,2.211,0.128,paternal sib,3.200,0.900,0.100,0.951,0.921,0,0,1,0
1,120,26,18,2011,1.624,0.128,paternal sib,3.200,0.900,0.600,0.929,0.887,1,0,1,0
1,121,27,18,2009,0.390,0.500,mother-offspring,14.800,0.222,0.000,0.609,0.729,0,0,0,0
1,121,27,18,2010,1.528,0.500,mother-offspring,14.800,0.300,0.100,0.740,0.921,0,1,1,0
1,121,27,18,2011,1.521,0.500,mother-offspring,14.800,0.200,0.600,0.731,0.887,0,0,1,0
1,122,28,18,2009,0.103,0.131,paternal sib,1.000,0.667,0.000,0.969,0.729,1,0,0,0
1,122,28,18,2010,2.267,0.131,paternal sib,1.000,0.800,0.100,0.882,0.921,0,0,1,0
1,122,28,18,2011,1.092,0.131,paternal sib,1.000,0.800,0.600,0.940,0.887,0,0,1,0
1,123,29,18,2009,0.000,0.274,paternal sib,5.600,1.000,0.000,0.879,0.729,0,0,0,0
1,123,29,18,2010,2.687,0.274,paternal sib,5.600,1.000,0.100,0.956,0.921,0,0,1,0
1,123,29,18,2011,0.900,0.274,paternal sib,5.600,1.000,0.600,0.976,0.887,0,1,1,0
1,124,30,18,2009,0.437,0.487,full sib,7.800,0.444,0.000,0.591,0.729,1,0,0,0
1,124,30,18,2010,1.344,0.487,full sib,7.800,0.500,0.100,0.692,0.921,0,0,1,0
1,124,30,18,2011,1.649,0.487,full sib,7.800,0.400,0.600,0.863,0.887,0,0,1,0
1,125,32,18,2009,0.332,0.274,full sib,5.100,0.111,0.000,0.619,0.729,0,0,0,0
1,125,32,18,2010,2.760,0.274,full sib,5.100,0.200,0.100,0.602,0.921,0,0,1,0
1,125,32,18,2011,0.164,0.274,full sib,5.100,0.100,0.600,0.875,0.887,0,0,1,0
3,126,22,19,2010,0.677,0.370,maternal non-kin,2.000,0.286,0.000,0.754,0.896,1,0,0,0
3,126,22,19,2011,0.198,0.370,maternal non-kin,2.000,0.167,0.000,0.828,0.837,0,0,0,0
3,127,25,19,2010,1.298,0.500,mother-offspring,9.100,0.714,0.000,0.812,0.896,1,0,0,0
3,127,25,19,2011,1.738,0.500,mother-offspring,9.100,0.500,0.000,0.830,0.837,0,0,0,0
3,128,31,19,2010,1.290,0.391,paternal sib,0.400,0.143,0.000,0.817,0.896,0,0,0,0
2,129,21,20,2009,0.420,0.310,maternal non-kin,3.600,0.700,0.100,0.915,0.844,0,0,1,0
2,129,21,20,2010,0.000,0.310,maternal non-kin,3.600,0.778,0.111,0.889,0.822,0,0,1,0
2,129,21,20,2011,0.338,0.310,maternal non-kin,3.600,0.778,0.111,0.950,0.921,0,1,0,0
2,130,23,20,2009,0.836,0.078,maternal non-kin,2.100,0.400,0.100,0.789,0.844,0,1,1,0
2,130,23,20,2010,0.851,0.078,maternal non-kin,2.100,0.667,0.111,0.900,0.822,0,1,1,0
2,130,23,20,2011,0.883,0.078,maternal non-kin,2.100,0.444,0.111,0.911,0.921,0,0,0,0
2,131,23,21,2007,0.386,0.020,paternal sib,1.600,0.444,0.556,NA,NA,0,0,0,0
2,131,23,21,2008,1.054,0.020,paternal sib,1.600,0.444,0.667,NA,NA,1,0,0,0
2,131,23,21,2009,1.605,0.020,paternal sib,1.600,0.400,0.700,0.789,0.915,0,1,0,0
2,131,23,21,2010,0.640,0.020,paternal sib,1.600,0.667,0.778,0.900,0.889,0,1,0,0
2,131,23,21,2011,0.476,0.020,paternal sib,1.600,0.444,0.778,0.911,0.950,0,0,0,1
2,132,24,21,2007,1.246,0.029,maternal non-kin,16.500,0.111,0.556,NA,NA,1,0,0,0
2,132,24,21,2008,0.384,0.029,maternal non-kin,16.500,0.111,0.667,NA,NA,1,0,0,0
3,133,25,22,2009,0.916,0.273,maternal sib,7.100,0.600,0.000,0.750,0.851,0,0,1,0
3,133,25,22,2010,0.148,0.273,maternal sib,7.100,0.714,0.286,0.812,0.754,1,0,1,0
3,133,25,22,2011,0.266,0.273,maternal sib,7.100,0.500,0.167,0.830,0.828,0,0,0,0
3,134,31,22,2010,0.481,0.500,maternal sib,1.500,0.143,0.286,0.817,0.754,0,0,1,0
2,135,24,23,2007,0.316,0.000,Excluded from model testing for effect of kinship categories,18.100,0.111,0.444,NA,NA,1,0,0,0
2,135,24,23,2008,0.209,0.000,Excluded from model testing for effect of kinship categories,18.100,0.111,0.444,NA,NA,1,0,1,0
3,136,31,25,2010,0.033,0.242,maternal sib,8.700,0.143,0.714,0.817,0.812,0,0,1,0
1,137,27,26,2006,1.604,0.075,maternal non-kin,11.600,0.000,0.600,NA,NA,0,1,0,0
1,137,27,26,2007,0.041,0.075,maternal non-kin,11.600,0.167,0.833,NA,NA,0,0,0,1
1,137,27,26,2008,0.970,0.075,maternal non-kin,11.600,0.333,0.833,NA,NA,0,1,0,0
1,137,27,26,2009,0.284,0.075,maternal non-kin,11.600,0.222,0.889,0.609,0.841,0,0,0,0
1,137,27,26,2010,0.300,0.075,maternal non-kin,11.600,0.300,0.900,0.740,0.951,0,1,0,0
1,137,27,26,2011,0.209,0.075,maternal non-kin,11.600,0.200,0.900,0.731,0.929,0,0,1,0
1,138,28,26,2009,3.068,0.497,paternal sib,2.200,0.667,0.889,0.969,0.841,1,0,0,0
1,138,28,26,2010,1.406,0.497,paternal sib,2.200,0.800,0.900,0.882,0.951,0,0,0,0
